,Hourly production [kWh],DayOfWeek,Year,Month,Day,Weekend,PreviusDatLoad,Temp,Hour
0,43.82,3,2015,1,1,0,0.0,-10.2,0
1,43.82,3,2015,1,1,0,0.0,-8.6,1
2,43.82,3,2015,1,1,0,0.0,-8.6,2
3,43.82,3,2015,1,1,0,0.0,-8.6,3
4,43.82,3,2015,1,1,0,0.0,-10.6,4
5,43.82,3,2015,1,1,0,0.0,-10.6,5
6,43.82,3,2015,1,1,0,0.0,-10.6,6
7,264.232,3,2015,1,1,0,0.0,-11.5,7
8,1214.002,3,2015,1,1,0,0.0,-11.5,8
9,2710.072,3,2015,1,1,0,0.0,-11.5,9
10,4068.8759999999997,3,2015,1,1,0,0.0,-7.9,10
11,4811.865,3,2015,1,1,0,0.0,-7.9,11
12,5123.79,3,2015,1,1,0,0.0,-7.9,12
13,4213.748,3,2015,1,1,0,0.0,-4.2,13
14,2324.147,3,2015,1,1,0,0.0,-4.2,14
15,615.672,3,2015,1,1,0,0.0,-4.2,15
16,47.419,3,2015,1,1,0,0.0,-7.2,16
17,43.82,3,2015,1,1,0,0.0,-7.2,17
18,43.82,3,2015,1,1,0,0.0,-7.2,18
19,43.82,3,2015,1,1,0,0.0,-9.6,19
20,43.82,3,2015,1,1,0,0.0,-9.6,20
21,43.82,3,2015,1,1,0,0.0,-9.6,21
22,43.82,3,2015,1,1,0,0.0,-10.2,22
23,43.82,3,2015,1,1,0,0.0,-10.2,23
24,43.82,4,2015,1,2,0,1083.637625,-8.8,0
25,43.82,4,2015,1,2,0,1083.637625,-15.5,1
26,43.82,4,2015,1,2,0,1083.637625,-15.5,2
27,43.82,4,2015,1,2,0,1083.637625,-15.5,3
28,43.82,4,2015,1,2,0,1083.637625,-15.6,4
29,43.82,4,2015,1,2,0,1083.637625,-15.6,5
30,43.852,4,2015,1,2,0,1083.637625,-15.6,6
31,263.897,4,2015,1,2,0,1083.637625,-12.9,7
32,1503.4160000000002,4,2015,1,2,0,1083.637625,-12.9,8
33,2761.8379999999997,4,2015,1,2,0,1083.637625,-12.9,9
34,3961.42,4,2015,1,2,0,1083.637625,-7.0,10
35,4544.146,4,2015,1,2,0,1083.637625,-7.0,11
36,4157.0740000000005,4,2015,1,2,0,1083.637625,-7.0,12
37,2810.3,4,2015,1,2,0,1083.637625,-3.3,13
38,1529.39,4,2015,1,2,0,1083.637625,-3.3,14
39,448.92699999999996,4,2015,1,2,0,1083.637625,-3.3,15
40,46.271,4,2015,1,2,0,1083.637625,-4.3,16
41,43.82,4,2015,1,2,0,1083.637625,-4.3,17
42,43.82,4,2015,1,2,0,1083.637625,-4.3,18
43,43.82,4,2015,1,2,0,1083.637625,-8.9,19
44,43.82,4,2015,1,2,0,1083.637625,-8.9,20
45,43.82,4,2015,1,2,0,1083.637625,-8.9,21
46,43.82,4,2015,1,2,0,1083.637625,-8.8,22
47,43.82,4,2015,1,2,0,1083.637625,-8.8,23
48,43.82,5,2015,1,3,1,943.3412916666666,-4.1,0
49,43.82,5,2015,1,3,1,943.3412916666666,-8.1,1
50,43.82,5,2015,1,3,1,943.3412916666666,-8.1,2
51,43.82,5,2015,1,3,1,943.3412916666666,-8.1,3
52,43.82,5,2015,1,3,1,943.3412916666666,-6.3,4
53,43.82,5,2015,1,3,1,943.3412916666666,-6.3,5
54,43.828,5,2015,1,3,1,943.3412916666666,-6.3,6
55,107.96,5,2015,1,3,1,943.3412916666666,-4.6,7
56,1255.4769999999999,5,2015,1,3,1,943.3412916666666,-4.6,8
57,2546.413,5,2015,1,3,1,943.3412916666666,-4.6,9
58,2829.565,5,2015,1,3,1,943.3412916666666,-0.9,10
59,3325.768,5,2015,1,3,1,943.3412916666666,-0.9,11
60,2869.696,5,2015,1,3,1,943.3412916666666,-0.9,12
61,2579.654,5,2015,1,3,1,943.3412916666666,-1.4,13
62,2095.368,5,2015,1,3,1,943.3412916666666,-1.4,14
63,688.8510000000001,5,2015,1,3,1,943.3412916666666,-1.4,15
64,52.327,5,2015,1,3,1,943.3412916666666,0.6,16
65,43.82,5,2015,1,3,1,943.3412916666666,0.6,17
66,43.82,5,2015,1,3,1,943.3412916666666,0.6,18
67,43.82,5,2015,1,3,1,943.3412916666666,-3.8,19
68,43.82,5,2015,1,3,1,943.3412916666666,-3.8,20
69,43.82,5,2015,1,3,1,943.3412916666666,-3.8,21
70,43.82,5,2015,1,3,1,943.3412916666666,-4.1,22
71,43.82,5,2015,1,3,1,943.3412916666666,-4.1,23
72,43.82,6,2015,1,4,1,790.1902916666667,-0.1,0
73,43.82,6,2015,1,4,1,790.1902916666667,-4.3,1
74,43.82,6,2015,1,4,1,790.1902916666667,-4.3,2
75,43.82,6,2015,1,4,1,790.1902916666667,-4.3,3
76,43.82,6,2015,1,4,1,790.1902916666667,-2.9,4
77,43.82,6,2015,1,4,1,790.1902916666667,-2.9,5
78,43.82,6,2015,1,4,1,790.1902916666667,-2.9,6
79,343.033,6,2015,1,4,1,790.1902916666667,-5.2,7
80,1146.297,6,2015,1,4,1,790.1902916666667,-5.2,8
81,1678.451,6,2015,1,4,1,790.1902916666667,-5.2,9
82,2341.967,6,2015,1,4,1,790.1902916666667,-1.5,10
83,2680.883,6,2015,1,4,1,790.1902916666667,-1.5,11
84,2019.614,6,2015,1,4,1,790.1902916666667,-1.5,12
85,612.125,6,2015,1,4,1,790.1902916666667,3.0,13
86,415.165,6,2015,1,4,1,790.1902916666667,3.0,14
87,237.36599999999999,6,2015,1,4,1,790.1902916666667,3.0,15
88,46.00899999999999,6,2015,1,4,1,790.1902916666667,3.8,16
89,43.82,6,2015,1,4,1,790.1902916666667,3.8,17
90,43.82,6,2015,1,4,1,790.1902916666667,3.8,18
91,43.82,6,2015,1,4,1,790.1902916666667,3.7,19
92,43.82,6,2015,1,4,1,790.1902916666667,3.7,20
93,43.82,6,2015,1,4,1,790.1902916666667,3.7,21
94,43.82,6,2015,1,4,1,790.1902916666667,-0.1,22
95,43.82,6,2015,1,4,1,790.1902916666667,-0.1,23
96,43.82,0,2015,1,5,0,505.5995833333332,-4.5,0
97,43.82,0,2015,1,5,0,505.5995833333332,-0.1,1
98,43.82,0,2015,1,5,0,505.5995833333332,-0.1,2
99,43.82,0,2015,1,5,0,505.5995833333332,-0.1,3
100,43.82,0,2015,1,5,0,505.5995833333332,-1.6,4
101,43.82,0,2015,1,5,0,505.5995833333332,-1.6,5
102,43.9,0,2015,1,5,0,505.5995833333332,-1.6,6
103,343.48199999999997,0,2015,1,5,0,505.5995833333332,-2.8,7
104,1905.3410000000001,0,2015,1,5,0,505.5995833333332,-2.8,8
105,4128.2570000000005,0,2015,1,5,0,505.5995833333332,-2.8,9
106,5388.3730000000005,0,2015,1,5,0,505.5995833333332,0.8,10
107,4676.695,0,2015,1,5,0,505.5995833333332,0.8,11
108,4764.134,0,2015,1,5,0,505.5995833333332,0.8,12
109,3905.5820000000003,0,2015,1,5,0,505.5995833333332,1.8,13
110,1334.67,0,2015,1,5,0,505.5995833333332,1.8,14
111,647.1080000000001,0,2015,1,5,0,505.5995833333332,1.8,15
112,48.409,0,2015,1,5,0,505.5995833333332,0.0,16
113,43.82,0,2015,1,5,0,505.5995833333332,0.0,17
114,43.82,0,2015,1,5,0,505.5995833333332,0.0,18
115,43.82,0,2015,1,5,0,505.5995833333332,-0.5,19
116,43.82,0,2015,1,5,0,505.5995833333332,-0.5,20
117,43.82,0,2015,1,5,0,505.5995833333332,-0.5,21
118,43.82,0,2015,1,5,0,505.5995833333332,-4.5,22
119,43.82,0,2015,1,5,0,505.5995833333332,-4.5,23
120,43.82,1,2015,1,6,0,1156.4837916666665,-1.3,0
121,43.82,1,2015,1,6,0,1156.4837916666665,-4.2,1
122,43.82,1,2015,1,6,0,1156.4837916666665,-4.2,2
123,43.82,1,2015,1,6,0,1156.4837916666665,-4.2,3
124,43.82,1,2015,1,6,0,1156.4837916666665,-3.9,4
125,43.82,1,2015,1,6,0,1156.4837916666665,-3.9,5
126,43.836000000000006,1,2015,1,6,0,1156.4837916666665,-3.9,6
127,232.55599999999998,1,2015,1,6,0,1156.4837916666665,-3.7,7
128,1099.22,1,2015,1,6,0,1156.4837916666665,-3.7,8
129,3105.033,1,2015,1,6,0,1156.4837916666665,-3.7,9
130,3858.8340000000003,1,2015,1,6,0,1156.4837916666665,-0.7,10
131,4572.529,1,2015,1,6,0,1156.4837916666665,-0.7,11
132,5553.602,1,2015,1,6,0,1156.4837916666665,-0.7,12
133,4731.744000000001,1,2015,1,6,0,1156.4837916666665,-0.6,13
134,2646.242,1,2015,1,6,0,1156.4837916666665,-0.6,14
135,919.56,1,2015,1,6,0,1156.4837916666665,-0.6,15
136,55.867,1,2015,1,6,0,1156.4837916666665,-0.5,16
137,43.82,1,2015,1,6,0,1156.4837916666665,-0.5,17
138,43.82,1,2015,1,6,0,1156.4837916666665,-0.5,18
139,43.82,1,2015,1,6,0,1156.4837916666665,-1.8,19
140,43.82,1,2015,1,6,0,1156.4837916666665,-1.8,20
141,43.82,1,2015,1,6,0,1156.4837916666665,-1.8,21
142,43.82,1,2015,1,6,0,1156.4837916666665,-1.3,22
143,43.82,1,2015,1,6,0,1156.4837916666665,-1.3,23
144,43.82,2,2015,1,7,0,1141.195125,-10.9,0
145,43.82,2,2015,1,7,0,1141.195125,-1.2,1
146,43.82,2,2015,1,7,0,1141.195125,-1.2,2
147,43.82,2,2015,1,7,0,1141.195125,-1.2,3
148,43.82,2,2015,1,7,0,1141.195125,-3.6,4
149,43.82,2,2015,1,7,0,1141.195125,-3.6,5
150,43.906000000000006,2,2015,1,7,0,1141.195125,-3.6,6
151,409.741,2,2015,1,7,0,1141.195125,-3.6,7
152,2579.964,2,2015,1,7,0,1141.195125,-3.6,8
153,5421.816,2,2015,1,7,0,1141.195125,-3.6,9
154,6919.821999999999,2,2015,1,7,0,1141.195125,-4.3,10
155,7683.246,2,2015,1,7,0,1141.195125,-4.3,11
156,7299.4580000000005,2,2015,1,7,0,1141.195125,-4.3,12
157,5743.703,2,2015,1,7,0,1141.195125,-2.3,13
158,3215.699,2,2015,1,7,0,1141.195125,-2.3,14
159,1004.418,2,2015,1,7,0,1141.195125,-2.3,15
160,75.035,2,2015,1,7,0,1141.195125,-3.0,16
161,43.82,2,2015,1,7,0,1141.195125,-3.0,17
162,43.82,2,2015,1,7,0,1141.195125,-3.0,18
163,43.82,2,2015,1,7,0,1141.195125,-5.3,19
164,43.82,2,2015,1,7,0,1141.195125,-5.3,20
165,43.82,2,2015,1,7,0,1141.195125,-5.3,21
166,43.82,2,2015,1,7,0,1141.195125,-10.9,22
167,43.82,2,2015,1,7,0,1141.195125,-10.9,23
168,43.82,3,2015,1,8,0,1706.9361666666666,-4.5,0
169,43.82,3,2015,1,8,0,1706.9361666666666,-11.9,1
170,43.82,3,2015,1,8,0,1706.9361666666666,-11.9,2
171,43.82,3,2015,1,8,0,1706.9361666666666,-11.9,3
172,43.82,3,2015,1,8,0,1706.9361666666666,-11.1,4
173,43.82,3,2015,1,8,0,1706.9361666666666,-11.1,5
174,43.82,3,2015,1,8,0,1706.9361666666666,-11.1,6
175,442.474,3,2015,1,8,0,1706.9361666666666,-12.4,7
176,2253.167,3,2015,1,8,0,1706.9361666666666,-12.4,8
177,3641.3,3,2015,1,8,0,1706.9361666666666,-12.4,9
178,4743.638,3,2015,1,8,0,1706.9361666666666,-8.6,10
179,5083.709,3,2015,1,8,0,1706.9361666666666,-8.6,11
180,4651.822,3,2015,1,8,0,1706.9361666666666,-8.6,12
181,3217.805,3,2015,1,8,0,1706.9361666666666,-5.0,13
182,1336.3120000000001,3,2015,1,8,0,1706.9361666666666,-5.0,14
183,545.145,3,2015,1,8,0,1706.9361666666666,-5.0,15
184,53.706,3,2015,1,8,0,1706.9361666666666,-5.0,16
185,43.82,3,2015,1,8,0,1706.9361666666666,-5.0,17
186,43.82,3,2015,1,8,0,1706.9361666666666,-5.0,18
187,43.82,3,2015,1,8,0,1706.9361666666666,-4.7,19
188,43.82,3,2015,1,8,0,1706.9361666666666,-4.7,20
189,43.82,3,2015,1,8,0,1706.9361666666666,-4.7,21
190,43.82,3,2015,1,8,0,1706.9361666666666,-4.5,22
191,43.82,3,2015,1,8,0,1706.9361666666666,-4.5,23
192,43.82,4,2015,1,9,0,1107.6065833333332,-4.9,0
193,43.82,4,2015,1,9,0,1107.6065833333332,-5.8,1
194,43.82,4,2015,1,9,0,1107.6065833333332,-5.8,2
195,43.82,4,2015,1,9,0,1107.6065833333332,-5.8,3
196,43.82,4,2015,1,9,0,1107.6065833333332,-9.8,4
197,43.82,4,2015,1,9,0,1107.6065833333332,-9.8,5
198,43.883,4,2015,1,9,0,1107.6065833333332,-9.8,6
199,411.098,4,2015,1,9,0,1107.6065833333332,-11.7,7
200,2445.175,4,2015,1,9,0,1107.6065833333332,-11.7,8
201,4721.347,4,2015,1,9,0,1107.6065833333332,-11.7,9
202,4838.026,4,2015,1,9,0,1107.6065833333332,-6.1,10
203,4655.811,4,2015,1,9,0,1107.6065833333332,-6.1,11
204,4818.775,4,2015,1,9,0,1107.6065833333332,-6.1,12
205,3812.756,4,2015,1,9,0,1107.6065833333332,-1.8,13
206,2160.919,4,2015,1,9,0,1107.6065833333332,-1.8,14
207,539.54,4,2015,1,9,0,1107.6065833333332,-1.8,15
208,49.331,4,2015,1,9,0,1107.6065833333332,-0.9,16
209,43.851000000000006,4,2015,1,9,0,1107.6065833333332,-0.9,17
210,43.858999999999995,4,2015,1,9,0,1107.6065833333332,-0.9,18
211,43.828,4,2015,1,9,0,1107.6065833333332,-1.6,19
212,43.851000000000006,4,2015,1,9,0,1107.6065833333332,-1.6,20
213,43.836000000000006,4,2015,1,9,0,1107.6065833333332,-1.6,21
214,43.836000000000006,4,2015,1,9,0,1107.6065833333332,-4.9,22
215,43.82,4,2015,1,9,0,1107.6065833333332,-4.9,23
216,43.82,5,2015,1,10,1,1211.1025833333335,-2.5,0
217,43.82,5,2015,1,10,1,1211.1025833333335,-6.8,1
218,43.82,5,2015,1,10,1,1211.1025833333335,-6.8,2
219,43.82,5,2015,1,10,1,1211.1025833333335,-6.8,3
220,43.82,5,2015,1,10,1,1211.1025833333335,-7.6,4
221,43.82,5,2015,1,10,1,1211.1025833333335,-7.6,5
222,43.82,5,2015,1,10,1,1211.1025833333335,-7.6,6
223,196.775,5,2015,1,10,1,1211.1025833333335,-7.2,7
224,1177.698,5,2015,1,10,1,1211.1025833333335,-7.2,8
225,3050.321,5,2015,1,10,1,1211.1025833333335,-7.2,9
226,4969.3009999999995,5,2015,1,10,1,1211.1025833333335,-3.1,10
227,5484.937,5,2015,1,10,1,1211.1025833333335,-3.1,11
228,4863.674,5,2015,1,10,1,1211.1025833333335,-3.1,12
229,3963.547,5,2015,1,10,1,1211.1025833333335,1.3,13
230,2010.088,5,2015,1,10,1,1211.1025833333335,1.3,14
231,909.9860000000001,5,2015,1,10,1,1211.1025833333335,1.3,15
232,67.334,5,2015,1,10,1,1211.1025833333335,1.6,16
233,43.82,5,2015,1,10,1,1211.1025833333335,1.6,17
234,43.82,5,2015,1,10,1,1211.1025833333335,1.6,18
235,43.82,5,2015,1,10,1,1211.1025833333335,0.6,19
236,43.82,5,2015,1,10,1,1211.1025833333335,0.6,20
237,43.82,5,2015,1,10,1,1211.1025833333335,0.6,21
238,43.82,5,2015,1,10,1,1211.1025833333335,-2.5,22
239,43.82,5,2015,1,10,1,1211.1025833333335,-2.5,23
240,43.82,6,2015,1,11,1,1137.7975416666666,1.5,0
241,43.82,6,2015,1,11,1,1137.7975416666666,-4.0,1
242,43.82,6,2015,1,11,1,1137.7975416666666,-4.0,2
243,43.82,6,2015,1,11,1,1137.7975416666666,-4.0,3
244,43.82,6,2015,1,11,1,1137.7975416666666,-5.9,4
245,43.82,6,2015,1,11,1,1137.7975416666666,-5.9,5
246,43.986000000000004,6,2015,1,11,1,1137.7975416666666,-5.9,6
247,379.431,6,2015,1,11,1,1137.7975416666666,-6.7,7
248,1957.91,6,2015,1,11,1,1137.7975416666666,-6.7,8
249,4681.452,6,2015,1,11,1,1137.7975416666666,-6.7,9
250,6339.494000000001,6,2015,1,11,1,1137.7975416666666,-1.5,10
251,6443.994000000001,6,2015,1,11,1,1137.7975416666666,-1.5,11
252,6501.686,6,2015,1,11,1,1137.7975416666666,-1.5,12
253,5376.305,6,2015,1,11,1,1137.7975416666666,4.6,13
254,3744.9840000000004,6,2015,1,11,1,1137.7975416666666,4.6,14
255,1255.251,6,2015,1,11,1,1137.7975416666666,4.6,15
256,70.741,6,2015,1,11,1,1137.7975416666666,2.6,16
257,43.82,6,2015,1,11,1,1137.7975416666666,2.6,17
258,43.82,6,2015,1,11,1,1137.7975416666666,2.6,18
259,43.82,6,2015,1,11,1,1137.7975416666666,-0.9,19
260,43.82,6,2015,1,11,1,1137.7975416666666,-0.9,20
261,43.82,6,2015,1,11,1,1137.7975416666666,-0.9,21
262,43.82,6,2015,1,11,1,1137.7975416666666,1.5,22
263,43.82,6,2015,1,11,1,1137.7975416666666,1.5,23
264,43.82,0,2015,1,12,0,1556.8705833333331,1.2,0
265,43.82,0,2015,1,12,0,1556.8705833333331,3.1,1
266,43.82,0,2015,1,12,0,1556.8705833333331,3.1,2
267,43.82,0,2015,1,12,0,1556.8705833333331,3.1,3
268,43.82,0,2015,1,12,0,1556.8705833333331,0.0,4
269,43.82,0,2015,1,12,0,1556.8705833333331,0.0,5
270,43.82,0,2015,1,12,0,1556.8705833333331,0.0,6
271,182.132,0,2015,1,12,0,1556.8705833333331,2.0,7
272,576.202,0,2015,1,12,0,1556.8705833333331,2.0,8
273,2101.607,0,2015,1,12,0,1556.8705833333331,2.0,9
274,2903.6040000000003,0,2015,1,12,0,1556.8705833333331,3.1,10
275,3990.018,0,2015,1,12,0,1556.8705833333331,3.1,11
276,4315.444,0,2015,1,12,0,1556.8705833333331,3.1,12
277,4100.437,0,2015,1,12,0,1556.8705833333331,4.1,13
278,2236.494,0,2015,1,12,0,1556.8705833333331,4.1,14
279,725.202,0,2015,1,12,0,1556.8705833333331,4.1,15
280,62.45,0,2015,1,12,0,1556.8705833333331,3.2,16
281,43.836000000000006,0,2015,1,12,0,1556.8705833333331,3.2,17
282,43.843,0,2015,1,12,0,1556.8705833333331,3.2,18
283,43.843,0,2015,1,12,0,1556.8705833333331,0.3,19
284,43.843999999999994,0,2015,1,12,0,1556.8705833333331,0.3,20
285,43.851000000000006,0,2015,1,12,0,1556.8705833333331,0.3,21
286,43.828,0,2015,1,12,0,1556.8705833333331,1.2,22
287,43.852,0,2015,1,12,0,1556.8705833333331,1.2,23
288,43.828,1,2015,1,13,0,908.6344583333334,-3.2,0
289,43.828,1,2015,1,13,0,908.6344583333334,-0.1,1
290,43.828,1,2015,1,13,0,908.6344583333334,-0.1,2
291,43.828,1,2015,1,13,0,908.6344583333334,-0.1,3
292,43.82,1,2015,1,13,0,908.6344583333334,-3.2,4
293,43.82,1,2015,1,13,0,908.6344583333334,-3.2,5
294,43.938,1,2015,1,13,0,908.6344583333334,-3.2,6
295,496.595,1,2015,1,13,0,908.6344583333334,-4.8,7
296,2918.315,1,2015,1,13,0,908.6344583333334,-4.8,8
297,6014.774,1,2015,1,13,0,908.6344583333334,-4.8,9
298,7592.938,1,2015,1,13,0,908.6344583333334,-0.2,10
299,8171.969,1,2015,1,13,0,908.6344583333334,-0.2,11
300,7923.309,1,2015,1,13,0,908.6344583333334,-0.2,12
301,6751.736,1,2015,1,13,0,908.6344583333334,4.6,13
302,4292.6990000000005,1,2015,1,13,0,908.6344583333334,4.6,14
303,1452.047,1,2015,1,13,0,908.6344583333334,4.6,15
304,76.14699999999999,1,2015,1,13,0,908.6344583333334,3.6,16
305,43.82,1,2015,1,13,0,908.6344583333334,3.6,17
306,43.82,1,2015,1,13,0,908.6344583333334,3.6,18
307,43.843999999999994,1,2015,1,13,0,908.6344583333334,-1.3,19
308,43.836000000000006,1,2015,1,13,0,908.6344583333334,-1.3,20
309,43.851000000000006,1,2015,1,13,0,908.6344583333334,-1.3,21
310,43.836000000000006,1,2015,1,13,0,908.6344583333334,-3.2,22
311,43.82,1,2015,1,13,0,908.6344583333334,-3.2,23
312,43.82,2,2015,1,14,0,1929.3435833333333,-5.1,0
313,43.82,2,2015,1,14,0,1929.3435833333333,-6.1,1
314,43.82,2,2015,1,14,0,1929.3435833333333,-6.1,2
315,43.82,2,2015,1,14,0,1929.3435833333333,-6.1,3
316,43.82,2,2015,1,14,0,1929.3435833333333,-7.0,4
317,43.82,2,2015,1,14,0,1929.3435833333333,-7.0,5
318,43.931000000000004,2,2015,1,14,0,1929.3435833333333,-7.0,6
319,442.31199999999995,2,2015,1,14,0,1929.3435833333333,-7.8,7
320,2655.119,2,2015,1,14,0,1929.3435833333333,-7.8,8
321,5759.0869999999995,2,2015,1,14,0,1929.3435833333333,-7.8,9
322,7495.565,2,2015,1,14,0,1929.3435833333333,-2.4,10
323,8200.177,2,2015,1,14,0,1929.3435833333333,-2.4,11
324,7882.925,2,2015,1,14,0,1929.3435833333333,-2.4,12
325,6736.041,2,2015,1,14,0,1929.3435833333333,2.0,13
326,4300.791,2,2015,1,14,0,1929.3435833333333,2.0,14
327,1470.5610000000001,2,2015,1,14,0,1929.3435833333333,2.0,15
328,78.711,2,2015,1,14,0,1929.3435833333333,3.1,16
329,43.82,2,2015,1,14,0,1929.3435833333333,3.1,17
330,43.82,2,2015,1,14,0,1929.3435833333333,3.1,18
331,43.828,2,2015,1,14,0,1929.3435833333333,-3.6,19
332,43.82,2,2015,1,14,0,1929.3435833333333,-3.6,20
333,43.82,2,2015,1,14,0,1929.3435833333333,-3.6,21
334,43.82,2,2015,1,14,0,1929.3435833333333,-5.1,22
335,43.82,2,2015,1,14,0,1929.3435833333333,-5.1,23
336,43.82,3,2015,1,15,0,1901.4536666666665,-2.5,0
337,43.82,3,2015,1,15,0,1901.4536666666665,-6.2,1
338,43.82,3,2015,1,15,0,1901.4536666666665,-6.2,2
339,43.82,3,2015,1,15,0,1901.4536666666665,-6.2,3
340,43.82,3,2015,1,15,0,1901.4536666666665,-7.1,4
341,43.82,3,2015,1,15,0,1901.4536666666665,-7.1,5
342,43.86,3,2015,1,15,0,1901.4536666666665,-7.1,6
343,440.675,3,2015,1,15,0,1901.4536666666665,-6.6,7
344,2393.426,3,2015,1,15,0,1901.4536666666665,-6.6,8
345,5443.743,3,2015,1,15,0,1901.4536666666665,-6.6,9
346,7097.718000000001,3,2015,1,15,0,1901.4536666666665,-1.7,10
347,7917.048000000001,3,2015,1,15,0,1901.4536666666665,-1.7,11
348,7695.173000000001,3,2015,1,15,0,1901.4536666666665,-1.7,12
349,6645.649,3,2015,1,15,0,1901.4536666666665,6.2,13
350,4340.849,3,2015,1,15,0,1901.4536666666665,6.2,14
351,1505.943,3,2015,1,15,0,1901.4536666666665,6.2,15
352,82.669,3,2015,1,15,0,1901.4536666666665,7.4,16
353,43.82,3,2015,1,15,0,1901.4536666666665,7.4,17
354,43.82,3,2015,1,15,0,1901.4536666666665,7.4,18
355,43.82,3,2015,1,15,0,1901.4536666666665,-0.2,19
356,43.828,3,2015,1,15,0,1901.4536666666665,-0.2,20
357,43.82,3,2015,1,15,0,1901.4536666666665,-0.2,21
358,43.82,3,2015,1,15,0,1901.4536666666665,-2.5,22
359,43.82,3,2015,1,15,0,1901.4536666666665,-2.5,23
360,43.82,4,2015,1,16,0,1840.6842083333333,-3.2,0
361,43.82,4,2015,1,16,0,1840.6842083333333,-3.8,1
362,43.82,4,2015,1,16,0,1840.6842083333333,-3.8,2
363,43.82,4,2015,1,16,0,1840.6842083333333,-3.8,3
364,43.82,4,2015,1,16,0,1840.6842083333333,-5.7,4
365,43.82,4,2015,1,16,0,1840.6842083333333,-5.7,5
366,44.068999999999996,4,2015,1,16,0,1840.6842083333333,-5.7,6
367,494.458,4,2015,1,16,0,1840.6842083333333,-5.8,7
368,2878.8179999999998,4,2015,1,16,0,1840.6842083333333,-5.8,8
369,5940.923000000001,4,2015,1,16,0,1840.6842083333333,-5.8,9
370,7500.15,4,2015,1,16,0,1840.6842083333333,0.2,10
371,8089.5380000000005,4,2015,1,16,0,1840.6842083333333,0.2,11
372,7807.878000000001,4,2015,1,16,0,1840.6842083333333,0.2,12
373,6654.6269999999995,4,2015,1,16,0,1840.6842083333333,4.5,13
374,4382.713,4,2015,1,16,0,1840.6842083333333,4.5,14
375,1522.287,4,2015,1,16,0,1840.6842083333333,4.5,15
376,91.46600000000001,4,2015,1,16,0,1840.6842083333333,5.7,16
377,43.82,4,2015,1,16,0,1840.6842083333333,5.7,17
378,43.828,4,2015,1,16,0,1840.6842083333333,5.7,18
379,43.82,4,2015,1,16,0,1840.6842083333333,-1.0,19
380,43.82,4,2015,1,16,0,1840.6842083333333,-1.0,20
381,43.82,4,2015,1,16,0,1840.6842083333333,-1.0,21
382,43.82,4,2015,1,16,0,1840.6842083333333,-3.2,22
383,43.82,4,2015,1,16,0,1840.6842083333333,-3.2,23
384,43.82,5,2015,1,17,1,1915.691458333333,-1.8,0
385,43.82,5,2015,1,17,1,1915.691458333333,-4.3,1
386,43.82,5,2015,1,17,1,1915.691458333333,-4.3,2
387,43.82,5,2015,1,17,1,1915.691458333333,-4.3,3
388,43.82,5,2015,1,17,1,1915.691458333333,-5.3,4
389,43.82,5,2015,1,17,1,1915.691458333333,-5.3,5
390,44.052,5,2015,1,17,1,1915.691458333333,-5.3,6
391,466.32300000000004,5,2015,1,17,1,1915.691458333333,-2.7,7
392,2508.762,5,2015,1,17,1,1915.691458333333,-2.7,8
393,5428.378000000001,5,2015,1,17,1,1915.691458333333,-2.7,9
394,6902.303000000001,5,2015,1,17,1,1915.691458333333,-0.2,10
395,7526.846,5,2015,1,17,1,1915.691458333333,-0.2,11
396,7479.97,5,2015,1,17,1,1915.691458333333,-0.2,12
397,6167.111999999999,5,2015,1,17,1,1915.691458333333,5.3,13
398,4058.114,5,2015,1,17,1,1915.691458333333,5.3,14
399,1345.374,5,2015,1,17,1,1915.691458333333,5.3,15
400,102.426,5,2015,1,17,1,1915.691458333333,4.5,16
401,43.82,5,2015,1,17,1,1915.691458333333,4.5,17
402,43.82,5,2015,1,17,1,1915.691458333333,4.5,18
403,43.82,5,2015,1,17,1,1915.691458333333,-0.1,19
404,43.82,5,2015,1,17,1,1915.691458333333,-0.1,20
405,43.82,5,2015,1,17,1,1915.691458333333,-0.1,21
406,43.82,5,2015,1,17,1,1915.691458333333,-1.8,22
407,43.82,5,2015,1,17,1,1915.691458333333,-1.8,23
408,43.82,6,2015,1,18,1,1774.971666666667,2.0,0
409,43.82,6,2015,1,18,1,1774.971666666667,-1.5,1
410,43.82,6,2015,1,18,1,1774.971666666667,-1.5,2
411,43.82,6,2015,1,18,1,1774.971666666667,-1.5,3
412,43.82,6,2015,1,18,1,1774.971666666667,-1.5,4
413,43.82,6,2015,1,18,1,1774.971666666667,-1.5,5
414,43.82,6,2015,1,18,1,1774.971666666667,-1.5,6
415,299.48900000000003,6,2015,1,18,1,1774.971666666667,-0.7,7
416,1429.329,6,2015,1,18,1,1774.971666666667,-0.7,8
417,2317.633,6,2015,1,18,1,1774.971666666667,-0.7,9
418,1724.3029999999999,6,2015,1,18,1,1774.971666666667,1.0,10
419,1486.0970000000002,6,2015,1,18,1,1774.971666666667,1.0,11
420,928.0830000000001,6,2015,1,18,1,1774.971666666667,1.0,12
421,653.069,6,2015,1,18,1,1774.971666666667,2.1,13
422,589.558,6,2015,1,18,1,1774.971666666667,2.1,14
423,350.01599999999996,6,2015,1,18,1,1774.971666666667,2.1,15
424,59.068000000000005,6,2015,1,18,1,1774.971666666667,2.4,16
425,43.82,6,2015,1,18,1,1774.971666666667,2.4,17
